195942,25.89890983254199
195943,38.959934721775134
195944,27.830216250443225
195945,62.33820866910571
195946,124.22749666775971
195947,24.36624374869042
195948,87.48701709313161
195949,63.23696426087835
195950,57.28124721716861
195951,106.61081068114778
195952,34.09997395074418
195953,45.96423557637132
195954,34.1945483021253
195955,95.00688654865857
195956,102.70340014975592
195957,33.90839877811503
195958,143.27820846820435
195959,156.88025438050758
195960,51.047129319654466
195961,86.32307873244002
195962,305.0319779718427
195963,76.89857708497458
195964,79.02623577586745
195965,140.96345977953698
195966,41.114985831452096
195967,36.583535384673716
195968,12.98335670797056
195969,38.846893007082784
195970,89.2353159411343
195971,94.40543050847705
195972,15.477054750832135
195973,38.15484554789802
195974,99.32289701598108
195975,92.69387526255633
195976,92.68605480604285
195977,143.32562891731266
195978,111.0569541632685
195979,110.85414500220301
195980,26.32350538130502
195981,41.66306794359791
195982,55.61182760442213
195983,104.53096646564931
195984,115.01835177741266
195985,78.00192592051629
195986,94.24661929205868
195987,51.61786274570434
195988,59.19661427387575
195989,72.29993114407237
195990,23.956769323097767
195991,138.31162798915085
195992,143.27316033018164
195993,18.25797768585561
195994,31.335531914339043
195995,119.0870384287056
195996,47.06332553556685
195997,29.885062555018564
195998,76.82871957081757
195999,61.989072444456525
196000,136.0183483279369
196001,128.85365896030922
196002,33.86601809537971
196003,105.34110902326027
196004,92.3965256774818
196005,122.96532981397283
196006,32.83986563750175
196007,145.20973589122008
196008,56.011306549313446
196009,42.23449715179742
196010,35.944764000920586
196011,260.6873550771187
196012,24.66536924792009
196013,59.27047357536864
196014,62.74002589137293
196015,62.97662003123794
196016,81.11424411541812
196017,36.44852595207074
196018,18.789614662811804
196019,33.608288129370735
196020,70.28689829946516
196021,86.94680607976036
196022,91.43960074489205
196023,19.8913435541229
196024,149.2315785162107
196025,81.10880767620304
196026,50.67145470041202
196027,126.28005129126825
196028,62.192365140740776
196029,113.05549280307872
196030,71.94806832836387
196031,37.80855381776853
196032,9.850062572124864
196033,68.11275226659075
196034,69.13889302684544
196035,91.37869824829906
196036,112.20757436696218
196037,95.02985080675103
196038,52.70417584189219
196039,98.63401518551758
196040,67.94972998143271
196041,99.81919890979034
196042,35.641938214191
196043,38.27220900749781
196044,23.09115423121927
196045,30.78744765657631
196046,99.72217311921972
196047,28.97633496988215
196048,117.29549872830269
196049,35.05611562286244
196050,35.542333896948136
196051,50.21208206591913
196052,118.1691930940604
